dataset,max_prompt_tokens,prompt_tokens,reason,sample_id,sample_idx
musique,4096,6230,prompt exceeds max_prompt_tokens,85,85
musique,4096,6362,prompt exceeds max_prompt_tokens,86,86
musique,4096,6236,prompt exceeds max_prompt_tokens,87,87
musique,4096,6318,prompt exceeds max_prompt_tokens,88,88
musique,4096,7282,prompt exceeds max_prompt_tokens,89,89
musique,4096,7022,prompt exceeds max_prompt_tokens,90,90
musique,4096,7333,prompt exceeds max_prompt_tokens,91,91
musique,4096,6127,prompt exceeds max_prompt_tokens,92,92
musique,4096,6215,prompt exceeds max_prompt_tokens,93,93
musique,4096,6280,prompt exceeds max_prompt_tokens,94,94
musique,4096,6054,prompt exceeds max_prompt_tokens,95,95
musique,4096,6695,prompt exceeds max_prompt_tokens,96,96
musique,4096,6835,prompt exceeds max_prompt_tokens,97,97
musique,4096,6222,prompt exceeds max_prompt_tokens,98,98
musique,4096,6281,prompt exceeds max_prompt_tokens,99,99
musique,4096,6260,prompt exceeds max_prompt_tokens,100,100
musique,4096,6554,prompt exceeds max_prompt_tokens,101,101
musique,4096,6229,prompt exceeds max_prompt_tokens,102,102
musique,4096,6316,prompt exceeds max_prompt_tokens,103,103
musique,4096,6667,prompt exceeds max_prompt_tokens,104,104
musique,4096,6319,prompt exceeds max_prompt_tokens,105,105
musique,4096,6485,prompt exceeds max_prompt_tokens,106,106
musique,4096,6588,prompt exceeds max_prompt_tokens,107,107
musique,4096,6386,prompt exceeds max_prompt_tokens,108,108
musique,4096,6285,prompt exceeds max_prompt_tokens,109,109
musique,4096,6399,prompt exceeds max_prompt_tokens,110,110
musique,4096,6373,prompt exceeds max_prompt_tokens,111,111
musique,4096,6025,prompt exceeds max_prompt_tokens,112,112
musique,4096,6227,prompt exceeds max_prompt_tokens,113,113
musique,4096,6558,prompt exceeds max_prompt_tokens,114,114
musique,4096,6611,prompt exceeds max_prompt_tokens,115,115
musique,4096,6346,prompt exceeds max_prompt_tokens,116,116
musique,4096,7786,prompt exceeds max_prompt_tokens,117,117
musique,4096,6432,prompt exceeds max_prompt_tokens,118,118
musique,4096,6238,prompt exceeds max_prompt_tokens,119,119
musique,4096,6799,prompt exceeds max_prompt_tokens,120,120
musique,4096,6271,prompt exceeds max_prompt_tokens,121,121
musique,4096,6783,prompt exceeds max_prompt_tokens,122,122
musique,4096,6329,prompt exceeds max_prompt_tokens,123,123
musique,4096,6140,prompt exceeds max_prompt_tokens,124,124
musique,4096,6309,prompt exceeds max_prompt_tokens,125,125
musique,4096,6047,prompt exceeds max_prompt_tokens,126,126
musique,4096,6380,prompt exceeds max_prompt_tokens,127,127
musique,4096,6170,prompt exceeds max_prompt_tokens,128,128
musique,4096,6181,prompt exceeds max_prompt_tokens,129,129
musique,4096,6231,prompt exceeds max_prompt_tokens,130,130
musique,4096,6568,prompt exceeds max_prompt_tokens,131,131
musique,4096,6682,prompt exceeds max_prompt_tokens,132,132
musique,4096,6465,prompt exceeds max_prompt_tokens,133,133
musique,4096,6432,prompt exceeds max_prompt_tokens,134,134
musique,4096,6953,prompt exceeds max_prompt_tokens,135,135
musique,4096,6430,prompt exceeds max_prompt_tokens,136,136
musique,4096,6368,prompt exceeds max_prompt_tokens,137,137
musique,4096,6455,prompt exceeds max_prompt_tokens,138,138
musique,4096,6142,prompt exceeds max_prompt_tokens,139,139
musique,4096,6388,prompt exceeds max_prompt_tokens,140,140
musique,4096,6448,prompt exceeds max_prompt_tokens,141,141
musique,4096,6600,prompt exceeds max_prompt_tokens,142,142
musique,4096,6477,prompt exceeds max_prompt_tokens,143,143
musique,4096,6481,prompt exceeds max_prompt_tokens,144,144
musique,4096,6687,prompt exceeds max_prompt_tokens,145,145
musique,4096,6574,prompt exceeds max_prompt_tokens,146,146
musique,4096,6466,prompt exceeds max_prompt_tokens,147,147
musique,4096,6414,prompt exceeds max_prompt_tokens,148,148
musique,4096,6280,prompt exceeds max_prompt_tokens,149,149
musique,4096,6637,prompt exceeds max_prompt_tokens,150,150
wikimqa,4096,7328,prompt exceeds max_prompt_tokens,1,1
wikimqa,4096,6413,prompt exceeds max_prompt_tokens,2,2
wikimqa,4096,6905,prompt exceeds max_prompt_tokens,3,3
wikimqa,4096,6323,prompt exceeds max_prompt_tokens,4,4
wikimqa,4096,7189,prompt exceeds max_prompt_tokens,5,5
wikimqa,4096,6687,prompt exceeds max_prompt_tokens,6,6
wikimqa,4096,6803,prompt exceeds max_prompt_tokens,7,7
wikimqa,4096,5999,prompt exceeds max_prompt_tokens,8,8
wikimqa,4096,6444,prompt exceeds max_prompt_tokens,9,9
wikimqa,4096,6436,prompt exceeds max_prompt_tokens,10,10
wikimqa,4096,6544,prompt exceeds max_prompt_tokens,11,11
wikimqa,4096,6552,prompt exceeds max_prompt_tokens,12,12
wikimqa,4096,6304,prompt exceeds max_prompt_tokens,13,13
wikimqa,4096,6777,prompt exceeds max_prompt_tokens,14,14
wikimqa,4096,6302,prompt exceeds max_prompt_tokens,15,15
wikimqa,4096,6698,prompt exceeds max_prompt_tokens,16,16
wikimqa,4096,6461,prompt exceeds max_prompt_tokens,17,17
wikimqa,4096,6382,prompt exceeds max_prompt_tokens,18,18
wikimqa,4096,5850,prompt exceeds max_prompt_tokens,19,19
wikimqa,4096,6295,prompt exceeds max_prompt_tokens,20,20
wikimqa,4096,6241,prompt exceeds max_prompt_tokens,21,21
wikimqa,4096,6367,prompt exceeds max_prompt_tokens,22,22
wikimqa,4096,6544,prompt exceeds max_prompt_tokens,23,23
wikimqa,4096,6867,prompt exceeds max_prompt_tokens,24,24
wikimqa,4096,6579,prompt exceeds max_prompt_tokens,25,25
wikimqa,4096,6476,prompt exceeds max_prompt_tokens,26,26
wikimqa,4096,6411,prompt exceeds max_prompt_tokens,27,27
wikimqa,4096,5964,prompt exceeds max_prompt_tokens,28,28
wikimqa,4096,6731,prompt exceeds max_prompt_tokens,29,29
wikimqa,4096,6131,prompt exceeds max_prompt_tokens,30,30
wikimqa,4096,7384,prompt exceeds max_prompt_tokens,31,31
wikimqa,4096,6439,prompt exceeds max_prompt_tokens,32,32
wikimqa,4096,6386,prompt exceeds max_prompt_tokens,33,33
wikimqa,4096,6609,prompt exceeds max_prompt_tokens,34,34
wikimqa,4096,6746,prompt exceeds max_prompt_tokens,35,35
wikimqa,4096,6537,prompt exceeds max_prompt_tokens,36,36
wikimqa,4096,6509,prompt exceeds max_prompt_tokens,37,37
wikimqa,4096,6227,prompt exceeds max_prompt_tokens,38,38
wikimqa,4096,6784,prompt exceeds max_prompt_tokens,39,39
wikimqa,4096,6428,prompt exceeds max_prompt_tokens,40,40
wikimqa,4096,6247,prompt exceeds max_prompt_tokens,41,41
wikimqa,4096,6378,prompt exceeds max_prompt_tokens,42,42
wikimqa,4096,6385,prompt exceeds max_prompt_tokens,43,43
wikimqa,4096,6445,prompt exceeds max_prompt_tokens,44,44
wikimqa,4096,6481,prompt exceeds max_prompt_tokens,45,45
wikimqa,4096,7478,prompt exceeds max_prompt_tokens,46,46
wikimqa,4096,6841,prompt exceeds max_prompt_tokens,47,47
wikimqa,4096,6224,prompt exceeds max_prompt_tokens,48,48
wikimqa,4096,6444,prompt exceeds max_prompt_tokens,49,49
wikimqa,4096,6426,prompt exceeds max_prompt_tokens,50,50
wikimqa,4096,6688,prompt exceeds max_prompt_tokens,51,51
wikimqa,4096,7442,prompt exceeds max_prompt_tokens,52,52
wikimqa,4096,6661,prompt exceeds max_prompt_tokens,53,53
wikimqa,4096,6278,prompt exceeds max_prompt_tokens,54,54
wikimqa,4096,6667,prompt exceeds max_prompt_tokens,55,55
wikimqa,4096,6284,prompt exceeds max_prompt_tokens,56,56
wikimqa,4096,6404,prompt exceeds max_prompt_tokens,57,57
wikimqa,4096,6344,prompt exceeds max_prompt_tokens,58,58
wikimqa,4096,6227,prompt exceeds max_prompt_tokens,59,59
wikimqa,4096,6586,prompt exceeds max_prompt_tokens,60,60
wikimqa,4096,6337,prompt exceeds max_prompt_tokens,61,61
wikimqa,4096,6244,prompt exceeds max_prompt_tokens,62,62
wikimqa,4096,6323,prompt exceeds max_prompt_tokens,63,63
wikimqa,4096,6358,prompt exceeds max_prompt_tokens,64,64
wikimqa,4096,6584,prompt exceeds max_prompt_tokens,65,65
wikimqa,4096,6383,prompt exceeds max_prompt_tokens,66,66
wikimqa,4096,6546,prompt exceeds max_prompt_tokens,67,67
wikimqa,4096,6516,prompt exceeds max_prompt_tokens,68,68
wikimqa,4096,6691,prompt exceeds max_prompt_tokens,69,69
wikimqa,4096,6479,prompt exceeds max_prompt_tokens,70,70
wikimqa,4096,6150,prompt exceeds max_prompt_tokens,71,71
wikimqa,4096,6424,prompt exceeds max_prompt_tokens,72,72
wikimqa,4096,7275,prompt exceeds max_prompt_tokens,73,73
wikimqa,4096,5892,prompt exceeds max_prompt_tokens,74,74
wikimqa,4096,6831,prompt exceeds max_prompt_tokens,75,75
wikimqa,4096,7306,prompt exceeds max_prompt_tokens,76,76
wikimqa,4096,6108,prompt exceeds max_prompt_tokens,77,77
wikimqa,4096,7187,prompt exceeds max_prompt_tokens,78,78
wikimqa,4096,6415,prompt exceeds max_prompt_tokens,79,79
wikimqa,4096,6608,prompt exceeds max_prompt_tokens,80,80
wikimqa,4096,6281,prompt exceeds max_prompt_tokens,81,81
wikimqa,4096,6630,prompt exceeds max_prompt_tokens,82,82
wikimqa,4096,6764,prompt exceeds max_prompt_tokens,83,83
wikimqa,4096,6703,prompt exceeds max_prompt_tokens,84,84
wikimqa,4096,6277,prompt exceeds max_prompt_tokens,85,85
wikimqa,4096,6210,prompt exceeds max_prompt_tokens,86,86
wikimqa,4096,6090,prompt exceeds max_prompt_tokens,87,87
wikimqa,4096,6464,prompt exceeds max_prompt_tokens,88,88
wikimqa,4096,6060,prompt exceeds max_prompt_tokens,89,89
wikimqa,4096,6525,prompt exceeds max_prompt_tokens,90,90
wikimqa,4096,6083,prompt exceeds max_prompt_tokens,91,91
wikimqa,4096,6437,prompt exceeds max_prompt_tokens,92,92
wikimqa,4096,6724,prompt exceeds max_prompt_tokens,93,93
wikimqa,4096,6419,prompt exceeds max_prompt_tokens,94,94
wikimqa,4096,6504,prompt exceeds max_prompt_tokens,95,95
wikimqa,4096,6466,prompt exceeds max_prompt_tokens,96,96
wikimqa,4096,6641,prompt exceeds max_prompt_tokens,97,97
wikimqa,4096,6479,prompt exceeds max_prompt_tokens,98,98
wikimqa,4096,6661,prompt exceeds max_prompt_tokens,99,99
wikimqa,4096,6556,prompt exceeds max_prompt_tokens,100,100
wikimqa,4096,6585,prompt exceeds max_prompt_tokens,101,101
wikimqa,4096,7301,prompt exceeds max_prompt_tokens,102,102
wikimqa,4096,7433,prompt exceeds max_prompt_tokens,103,103
wikimqa,4096,6832,prompt exceeds max_prompt_tokens,104,104
wikimqa,4096,6423,prompt exceeds max_prompt_tokens,105,105
wikimqa,4096,6379,prompt exceeds max_prompt_tokens,106,106
wikimqa,4096,6402,prompt exceeds max_prompt_tokens,107,107
wikimqa,4096,6682,prompt exceeds max_prompt_tokens,108,108
wikimqa,4096,6827,prompt exceeds max_prompt_tokens,109,109
wikimqa,4096,6529,prompt exceeds max_prompt_tokens,110,110
wikimqa,4096,6439,prompt exceeds max_prompt_tokens,111,111
wikimqa,4096,6343,prompt exceeds max_prompt_tokens,112,112
wikimqa,4096,6814,prompt exceeds max_prompt_tokens,113,113
wikimqa,4096,6454,prompt exceeds max_prompt_tokens,114,114
wikimqa,4096,6587,prompt exceeds max_prompt_tokens,115,115
wikimqa,4096,6398,prompt exceeds max_prompt_tokens,116,116
wikimqa,4096,6501,prompt exceeds max_prompt_tokens,117,117
wikimqa,4096,6204,prompt exceeds max_prompt_tokens,118,118
wikimqa,4096,7019,prompt exceeds max_prompt_tokens,119,119
wikimqa,4096,6500,prompt exceeds max_prompt_tokens,120,120
wikimqa,4096,6706,prompt exceeds max_prompt_tokens,121,121
wikimqa,4096,6586,prompt exceeds max_prompt_tokens,122,122
wikimqa,4096,6429,prompt exceeds max_prompt_tokens,123,123
wikimqa,4096,6308,prompt exceeds max_prompt_tokens,124,124
wikimqa,4096,6286,prompt exceeds max_prompt_tokens,125,125
wikimqa,4096,6492,prompt exceeds max_prompt_tokens,126,126
wikimqa,4096,6240,prompt exceeds max_prompt_tokens,127,127
wikimqa,4096,6666,prompt exceeds max_prompt_tokens,128,128
wikimqa,4096,6949,prompt exceeds max_prompt_tokens,129,129
wikimqa,4096,6835,prompt exceeds max_prompt_tokens,130,130
wikimqa,4096,6912,prompt exceeds max_prompt_tokens,131,131
wikimqa,4096,6414,prompt exceeds max_prompt_tokens,132,132
wikimqa,4096,6246,prompt exceeds max_prompt_tokens,133,133
wikimqa,4096,6764,prompt exceeds max_prompt_tokens,134,134
wikimqa,4096,6511,prompt exceeds max_prompt_tokens,135,135
wikimqa,4096,6998,prompt exceeds max_prompt_tokens,136,136
wikimqa,4096,6265,prompt exceeds max_prompt_tokens,137,137
wikimqa,4096,5868,prompt exceeds max_prompt_tokens,138,138
wikimqa,4096,6185,prompt exceeds max_prompt_tokens,139,139
wikimqa,4096,6401,prompt exceeds max_prompt_tokens,140,140
wikimqa,4096,6842,prompt exceeds max_prompt_tokens,141,141
wikimqa,4096,6540,prompt exceeds max_prompt_tokens,142,142
wikimqa,4096,6276,prompt exceeds max_prompt_tokens,143,143
wikimqa,4096,6488,prompt exceeds max_prompt_tokens,144,144
wikimqa,4096,6707,prompt exceeds max_prompt_tokens,145,145
wikimqa,4096,6194,prompt exceeds max_prompt_tokens,146,146
wikimqa,4096,6677,prompt exceeds max_prompt_tokens,147,147
wikimqa,4096,6496,prompt exceeds max_prompt_tokens,148,148
wikimqa,4096,6901,prompt exceeds max_prompt_tokens,149,149
wikimqa,4096,6374,prompt exceeds max_prompt_tokens,150,150
wikimqa,4096,7287,prompt exceeds max_prompt_tokens,151,151
wikimqa,4096,6683,prompt exceeds max_prompt_tokens,152,152
wikimqa,4096,6452,prompt exceeds max_prompt_tokens,153,153
wikimqa,4096,6417,prompt exceeds max_prompt_tokens,154,154
wikimqa,4096,6367,prompt exceeds max_prompt_tokens,155,155
wikimqa,4096,6575,prompt exceeds max_prompt_tokens,156,156
wikimqa,4096,6447,prompt exceeds max_prompt_tokens,157,157
wikimqa,4096,6328,prompt exceeds max_prompt_tokens,158,158
wikimqa,4096,6694,prompt exceeds max_prompt_tokens,159,159
wikimqa,4096,6707,prompt exceeds max_prompt_tokens,160,160
wikimqa,4096,6910,prompt exceeds max_prompt_tokens,161,161
wikimqa,4096,6798,prompt exceeds max_prompt_tokens,162,162
wikimqa,4096,6640,prompt exceeds max_prompt_tokens,163,163
wikimqa,4096,6214,prompt exceeds max_prompt_tokens,164,164
wikimqa,4096,6323,prompt exceeds max_prompt_tokens,165,165
wikimqa,4096,6626,prompt exceeds max_prompt_tokens,166,166
wikimqa,4096,7050,prompt exceeds max_prompt_tokens,167,167
wikimqa,4096,6631,prompt exceeds max_prompt_tokens,168,168
wikimqa,4096,6660,prompt exceeds max_prompt_tokens,169,169
wikimqa,4096,6510,prompt exceeds max_prompt_tokens,170,170
wikimqa,4096,6536,prompt exceeds max_prompt_tokens,171,171
wikimqa,4096,6690,prompt exceeds max_prompt_tokens,172,172
wikimqa,4096,6426,prompt exceeds max_prompt_tokens,173,173
wikimqa,4096,6212,prompt exceeds max_prompt_tokens,174,174
wikimqa,4096,6447,prompt exceeds max_prompt_tokens,175,175
wikimqa,4096,7456,prompt exceeds max_prompt_tokens,176,176
wikimqa,4096,6867,prompt exceeds max_prompt_tokens,177,177
wikimqa,4096,6360,prompt exceeds max_prompt_tokens,178,178
wikimqa,4096,6367,prompt exceeds max_prompt_tokens,179,179
wikimqa,4096,7434,prompt exceeds max_prompt_tokens,180,180
wikimqa,4096,6743,prompt exceeds max_prompt_tokens,181,181
wikimqa,4096,6243,prompt exceeds max_prompt_tokens,182,182
wikimqa,4096,6728,prompt exceeds max_prompt_tokens,183,183
wikimqa,4096,6317,prompt exceeds max_prompt_tokens,184,184
wikimqa,4096,6695,prompt exceeds max_prompt_tokens,185,185
wikimqa,4096,6717,prompt exceeds max_prompt_tokens,186,186
wikimqa,4096,6700,prompt exceeds max_prompt_tokens,187,187
wikimqa,4096,6327,prompt exceeds max_prompt_tokens,188,188
wikimqa,4096,6641,prompt exceeds max_prompt_tokens,189,189
wikimqa,4096,6473,prompt exceeds max_prompt_tokens,190,190
wikimqa,4096,6712,prompt exceeds max_prompt_tokens,191,191
wikimqa,4096,5778,prompt exceeds max_prompt_tokens,192,192
wikimqa,4096,6420,prompt exceeds max_prompt_tokens,193,193
wikimqa,4096,6232,prompt exceeds max_prompt_tokens,194,194
wikimqa,4096,7215,prompt exceeds max_prompt_tokens,195,195
wikimqa,4096,6377,prompt exceeds max_prompt_tokens,196,196
wikimqa,4096,6692,prompt exceeds max_prompt_tokens,197,197
wikimqa,4096,6584,prompt exceeds max_prompt_tokens,198,198
wikimqa,4096,6628,prompt exceeds max_prompt_tokens,199,199
wikimqa,4096,6604,prompt exceeds max_prompt_tokens,200,200
samsum,4096,11019,prompt exceeds max_prompt_tokens,5da5f97a6782e2f4559618a1ac96a0eaa98ff99ae2f5b189,1
samsum,,,answer evidence not found in chunk tokens,e5b2529de4edb475662403295e8fb4c639067de48ea3fa13,2
samsum,4096,15253,prompt exceeds max_prompt_tokens,0681192bf437818262545c9d5d410f94fd265b20f23d5111,3
samsum,4096,9907,prompt exceeds max_prompt_tokens,6f9361273f0bb0f4da30c7204050eaf72782a8fdae636bb2,4
samsum,4096,11550,prompt exceeds max_prompt_tokens,1b992f20e93e0d79de187fa27d695a4a1603ddb06bcaf0d8,5
samsum,4096,16644,prompt exceeds max_prompt_tokens,e207f0cd648c4dd4516b519a490faacd3dae921aac636340,6
samsum,4096,19741,prompt exceeds max_prompt_tokens,6bdecf495afb4980c3f65777cc45c18bb487f697e8a078f6,7
samsum,4096,19547,prompt exceeds max_prompt_tokens,a49f56fda8881e78a638c9f488dec798c0a3cc2b18f6b8f0,8
samsum,4096,13690,prompt exceeds max_prompt_tokens,e3438ab42d3cc8239d1e19c8368ad851df9cdf88b15fd6ec,9
samsum,,,answer evidence not found in chunk tokens,77ead33295dc92287fbb9d0b6e86911ef1ef33d35fbb6f68,10
samsum,4096,11558,prompt exceeds max_prompt_tokens,694acb099ad12bae7161cf4ac8d7fb920d6de7ce1857a246,11
samsum,4096,11403,prompt exceeds max_prompt_tokens,838c429ae24c4723861b0f074f871f52db83f0747f772d5d,12
samsum,4096,5935,prompt exceeds max_prompt_tokens,1937c256433911ec3025e6383525c9c4ef22d52b445a0a0c,13
samsum,4096,15271,prompt exceeds max_prompt_tokens,69f3eb0f9a4c973a0b9785e7795cece732bf7738b5322fce,14
samsum,4096,12788,prompt exceeds max_prompt_tokens,4a4c7c55c7fb1952ff95cbf97499ae21eb93ff1c37e68458,15
samsum,4096,11605,prompt exceeds max_prompt_tokens,719eee42955c9d3602c720f8644ffd10e0af4776be3dc046,16
samsum,4096,5293,prompt exceeds max_prompt_tokens,6b2677b451034aef716068c91304f0ce5e33440ebf8b4620,17
samsum,,,answer evidence not found in chunk tokens,0b61c23fde58a1a29920fd2cf13ba9caf9dec377481563df,18
samsum,4096,17073,prompt exceeds max_prompt_tokens,026af6b27965bf8a6572d64fc70cc2269b01b37509086d74,19
samsum,4096,5542,prompt exceeds max_prompt_tokens,3ea532ab0addd3b00ccff7e7f4c09e0644067bf1acf1453a,20
samsum,4096,18853,prompt exceeds max_prompt_tokens,b0a5da20017e4f6d513b2e5058be42e204a1e105698da42e,21
samsum,4096,18709,prompt exceeds max_prompt_tokens,0c3ce1cd7e7246a98eda4c178e98c100cbe3e275c4b7ce9b,22
samsum,,,answer evidence not found in chunk tokens,5995658a6719fda93e3338b5bdb95ace008a41f8856f0a81,23
samsum,4096,8228,prompt exceeds max_prompt_tokens,29fe22e3483ac121e8c349dad5e3755798af025b774a676e,24
samsum,4096,16498,prompt exceeds max_prompt_tokens,4531b2fb7204ec965ce453b1eddea55b22ba4d798b74c41f,25
samsum,4096,5574,prompt exceeds max_prompt_tokens,a6633d664d9f223bcfaefaac93f16945b776fa27caac6565,26
samsum,4096,12140,prompt exceeds max_prompt_tokens,9a9571db652927fbef54fe9869dd2f2d3712b5f14e538920,27
samsum,4096,15960,prompt exceeds max_prompt_tokens,05b71aaf6c3df6cb4f09047fc44a4a88139b9f7a6028b9de,28
samsum,4096,11106,prompt exceeds max_prompt_tokens,e58fc0df85eb2c2b69f4ccb8250348d128e853debabefa37,29
samsum,4096,21193,prompt exceeds max_prompt_tokens,a07252431ca98d95fddb8b54ea5e5b6778bdf97d81be345e,30
samsum,4096,6339,prompt exceeds max_prompt_tokens,0b17925cad5c3390e9294b318b7049338619abe2362a1b07,31
samsum,4096,7556,prompt exceeds max_prompt_tokens,304f4ae8cfd2d8a77310d0c7e9b9c910713b1c36492ef660,32
samsum,4096,8029,prompt exceeds max_prompt_tokens,08a9881a615a3ec040eaf48a7575b320ae0bb1b4d1ab71bb,33
samsum,4096,16327,prompt exceeds max_prompt_tokens,a63b1ff6f29d6d2383c5551b5c7a6bd6552c15c9c95d12f2,34
samsum,,,answer evidence not found in chunk tokens,2231482e3e63d5eb092d2b33f2a64221fea97ad0ad2b7345,35
samsum,4096,17252,prompt exceeds max_prompt_tokens,cc396bb55c72b6520586eae52c8384a611443d89365c691a,36
samsum,4096,15315,prompt exceeds max_prompt_tokens,977203cd0f8b37190a0b747115061e621f29c73017cdfde4,37
samsum,4096,17396,prompt exceeds max_prompt_tokens,6f91e1d2c7e68d45f7a396cc86e746791b71c821d2dd2bdc,38
samsum,4096,14102,prompt exceeds max_prompt_tokens,1ba38eb2067d2b9f260763740f38f625c1e73387123551fc,39
samsum,4096,4558,prompt exceeds max_prompt_tokens,baf241ba78d0f6bba3199805902dc2c27e7d98dfdae1cf0c,40
samsum,4096,5519,prompt exceeds max_prompt_tokens,9a35b78be7c674cd1dc1974650529208d6c9520d1769011b,41
samsum,,,answer evidence not found in chunk tokens,c5bfa03464d2c2b15aae0ce2028366bc2ba856e115dafe6d,42
samsum,4096,8171,prompt exceeds max_prompt_tokens,b37b693a6fddf5d33590780ebe83bac0a9132031c3f473d4,43
samsum,4096,18037,prompt exceeds max_prompt_tokens,08218d6182ae58880542773ad86e88dda511567e2044167e,44
samsum,4096,14310,prompt exceeds max_prompt_tokens,b481ab4fede445b9584628fbf89b9aaa800e968f15a7cb19,45
samsum,4096,13683,prompt exceeds max_prompt_tokens,e4bbb70ba476455aa191ff54a99cba302697eb476c1380d7,46
